"mesa",449878,33.4222,-111.822
"urfa",449785,37.1671,38.7939
"cleveland",449514,41.4994,-81.6956
"virginia beach",449386,36.8528,-75.9783
"chengde",449325,40.7703,118.17
"xuchang",449258,34.0167,113.817
"sheffield",447048,53.3667,-1.5
"cheboksary",446786,56.1322,47.2519
"cagayan de oro",445212,8.48111,124.643
"boksburg",445182,-26.215,28.2547
"rajpur",444549,22.4125,88.4181
"amagasaki",442176,34.7167,135.417
"malatya",442046,38.3502,38.3167
"kansas city",442028,39.1142,-94.6272
"kansas city",442028,39.0997,-94.5783
"dasmarinas",441878,14.3294,120.937
"pereira",440123,4.81333,-75.6961
"carrefour",439590,18.5383,-72.4122
"iquitos",439114,-3.74806,-73.2472
"mawlamyine",438907,16.4914,97.6256
"baoji",438295,34.3659,107.359
"kurashiki",437585,34.5833,133.767
"garoua",436932,9.3,13.4
"mwanza",436811,-2.51667,32.9
"kousseri",435986,12.0783,15.0308
"tirunelveli",435882,8.73333,77.7
"edinburgh",435794,55.95,-3.2
"malegaon",435397,20.55,74.5333
